ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Comment	Aliases	Rank
ID	LABEL	A skos:prefLabel	TI %	TYPE	I 'subcluster of' SPLIT=|	A oboInOwl:hasExactSynonym SPLIT=|	A 'cluster id'	TI capable_of some %	A n2o:cell_set_preferred_alias	A n2o:original_label	A n2o:cell_set_label	A n2o:cell_set_aligned_alias	A n2o:cell_set_additional_aliases SPLIT=|	A n2o:cell_set_alias_assignee SPLIT=|	A n2o:cell_set_alias_citation SPLIT=|	A n2o:node_metadata	TI 'exemplar data of' some %	A rdfs:comment	A oboInOwl:hasRelatedSynonym SPLIT=|	A 'cell_type_rank' SPLIT=|
PCL_INDV:CS202212150_3833	WMB 03833 - CS202212150_3833	3833 SPVI-SPVC Tlx3 Ebf3 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5884		CS202212150_3833		3833 SPVI-SPVC Tlx3 Ebf3 Glut_3		WMB 03833			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113833			
PCL_INDV:CS202212150_3834	WMB 03834 - CS202212150_3834	3834 SPVI-SPVC Tlx3 Ebf3 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5885		CS202212150_3834		3834 SPVI-SPVC Tlx3 Ebf3 Glut_4		WMB 03834			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113834			
PCL_INDV:CS202212150_3835	WMB 03835 - CS202212150_3835	3835 SPVI-SPVC Tlx3 Ebf3 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5885		CS202212150_3835		3835 SPVI-SPVC Tlx3 Ebf3 Glut_4		WMB 03835			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113835			
PCL_INDV:CS202212150_3836	WMB 03836 - CS202212150_3836	3836 SPVI-SPVC Tlx3 Ebf3 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5885		CS202212150_3836		3836 SPVI-SPVC Tlx3 Ebf3 Glut_4		WMB 03836			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113836			
PCL_INDV:CS202212150_3837	WMB 03837 - CS202212150_3837	3837 SPVI-SPVC Tlx3 Ebf3 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5885		CS202212150_3837		3837 SPVI-SPVC Tlx3 Ebf3 Glut_4		WMB 03837			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113837			
PCL_INDV:CS202212150_3838	WMB 03838 - CS202212150_3838	3838 SPVI-SPVC Tlx3 Ebf3 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5885		CS202212150_3838		3838 SPVI-SPVC Tlx3 Ebf3 Glut_4		WMB 03838			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113838			
PCL_INDV:CS202212150_3839	WMB 03839 - CS202212150_3839	3839 SPVI-SPVC Tlx3 Ebf3 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5885		CS202212150_3839		3839 SPVI-SPVC Tlx3 Ebf3 Glut_4		WMB 03839			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113839			
PCL_INDV:CS202212150_3840	WMB 03840 - CS202212150_3840	3840 SPVI-SPVC Tlx3 Ebf3 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5885		CS202212150_3840		3840 SPVI-SPVC Tlx3 Ebf3 Glut_4		WMB 03840			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113840			
PCL_INDV:CS202212150_3841	WMB 03841 - CS202212150_3841	3841 SPVI-SPVC Tlx3 Ebf3 Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5886		CS202212150_3841		3841 SPVI-SPVC Tlx3 Ebf3 Glut_5		WMB 03841			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113841			
PCL_INDV:CS202212150_3842	WMB 03842 - CS202212150_3842	3842 SPVI-SPVC Tlx3 Ebf3 Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5886		CS202212150_3842		3842 SPVI-SPVC Tlx3 Ebf3 Glut_5		WMB 03842			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113842			
PCL_INDV:CS202212150_3843	WMB 03843 - CS202212150_3843	3843 SPVI-SPVC Tlx3 Ebf3 Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5886		CS202212150_3843		3843 SPVI-SPVC Tlx3 Ebf3 Glut_5		WMB 03843			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113843			
PCL_INDV:CS202212150_3844	WMB 03844 - CS202212150_3844	3844 SPVI-SPVC Tlx3 Ebf3 Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5886		CS202212150_3844		3844 SPVI-SPVC Tlx3 Ebf3 Glut_5		WMB 03844			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113844			
PCL_INDV:CS202212150_3845	WMB 03845 - CS202212150_3845	3845 SPVI-SPVC Tlx3 Ebf3 Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5886		CS202212150_3845		3845 SPVI-SPVC Tlx3 Ebf3 Glut_5		WMB 03845			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113845			
PCL_INDV:CS202212150_3846	WMB 03846 - CS202212150_3846	3846 SPVI-SPVC Tlx3 Ebf3 Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5886		CS202212150_3846		3846 SPVI-SPVC Tlx3 Ebf3 Glut_5		WMB 03846			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113846			
PCL_INDV:CS202212150_3847	WMB 03847 - CS202212150_3847	3847 SPVI-SPVC Tlx3 Ebf3 Glut_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5887		CS202212150_3847		3847 SPVI-SPVC Tlx3 Ebf3 Glut_6		WMB 03847			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113847			
PCL_INDV:CS202212150_3848	WMB 03848 - CS202212150_3848	3848 SPVI-SPVC Tlx3 Ebf3 Glut_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5887		CS202212150_3848		3848 SPVI-SPVC Tlx3 Ebf3 Glut_6		WMB 03848			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113848			
PCL_INDV:CS202212150_3849	WMB 03849 - CS202212150_3849	3849 SPVI-SPVC Tlx3 Ebf3 Glut_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5887		CS202212150_3849		3849 SPVI-SPVC Tlx3 Ebf3 Glut_6		WMB 03849			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113849			
PCL_INDV:CS202212150_3850	WMB 03850 - CS202212150_3850	3850 SPVI-SPVC Tlx3 Ebf3 Glut_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5888		CS202212150_3850		3850 SPVI-SPVC Tlx3 Ebf3 Glut_7		WMB 03850			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113850			
PCL_INDV:CS202212150_3851	WMB 03851 - CS202212150_3851	3851 SPVI-SPVC Tlx3 Ebf3 Glut_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5888		CS202212150_3851		3851 SPVI-SPVC Tlx3 Ebf3 Glut_7		WMB 03851			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113851			
PCL_INDV:CS202212150_3852	WMB 03852 - CS202212150_3852	3852 SPVI-SPVC Tlx3 Ebf3 Glut_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5888		CS202212150_3852		3852 SPVI-SPVC Tlx3 Ebf3 Glut_7		WMB 03852			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113852			
PCL_INDV:CS202212150_3853	WMB 03853 - CS202212150_3853	3853 SPVI-SPVC Tlx3 Ebf3 Glut_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5888		CS202212150_3853		3853 SPVI-SPVC Tlx3 Ebf3 Glut_7		WMB 03853			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113853			
PCL_INDV:CS202212150_3854	WMB 03854 - CS202212150_3854	3854 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3854		3854 CU-ECU-SPVI Foxb1 Glut_1		WMB 03854			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113854			
PCL_INDV:CS202212150_3855	WMB 03855 - CS202212150_3855	3855 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3855		3855 CU-ECU-SPVI Foxb1 Glut_1		WMB 03855			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113855			
PCL_INDV:CS202212150_3856	WMB 03856 - CS202212150_3856	3856 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3856		3856 CU-ECU-SPVI Foxb1 Glut_1		WMB 03856			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113856			
PCL_INDV:CS202212150_3857	WMB 03857 - CS202212150_3857	3857 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3857		3857 CU-ECU-SPVI Foxb1 Glut_1		WMB 03857			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113857			
PCL_INDV:CS202212150_3858	WMB 03858 - CS202212150_3858	3858 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3858		3858 CU-ECU-SPVI Foxb1 Glut_1		WMB 03858			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113858			
PCL_INDV:CS202212150_3859	WMB 03859 - CS202212150_3859	3859 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3859		3859 CU-ECU-SPVI Foxb1 Glut_1		WMB 03859			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113859			
PCL_INDV:CS202212150_3860	WMB 03860 - CS202212150_3860	3860 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3860		3860 CU-ECU-SPVI Foxb1 Glut_1		WMB 03860			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113860			
PCL_INDV:CS202212150_3861	WMB 03861 - CS202212150_3861	3861 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3861		3861 CU-ECU-SPVI Foxb1 Glut_1		WMB 03861			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113861			
PCL_INDV:CS202212150_3862	WMB 03862 - CS202212150_3862	3862 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3862		3862 CU-ECU-SPVI Foxb1 Glut_1		WMB 03862			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113862			
PCL_INDV:CS202212150_3863	WMB 03863 - CS202212150_3863	3863 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3863		3863 CU-ECU-SPVI Foxb1 Glut_1		WMB 03863			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113863			
PCL_INDV:CS202212150_3864	WMB 03864 - CS202212150_3864	3864 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3864		3864 CU-ECU-SPVI Foxb1 Glut_1		WMB 03864			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113864			
PCL_INDV:CS202212150_3865	WMB 03865 - CS202212150_3865	3865 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3865		3865 CU-ECU-SPVI Foxb1 Glut_1		WMB 03865			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113865			
PCL_INDV:CS202212150_3866	WMB 03866 - CS202212150_3866	3866 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3866		3866 CU-ECU-SPVI Foxb1 Glut_1		WMB 03866			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113866			
PCL_INDV:CS202212150_3867	WMB 03867 - CS202212150_3867	3867 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3867		3867 CU-ECU-SPVI Foxb1 Glut_1		WMB 03867			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113867			
PCL_INDV:CS202212150_3868	WMB 03868 - CS202212150_3868	3868 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3868		3868 CU-ECU-SPVI Foxb1 Glut_1		WMB 03868			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113868			
PCL_INDV:CS202212150_3869	WMB 03869 - CS202212150_3869	3869 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3869		3869 CU-ECU-SPVI Foxb1 Glut_1		WMB 03869			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113869			
PCL_INDV:CS202212150_3870	WMB 03870 - CS202212150_3870	3870 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3870		3870 CU-ECU-SPVI Foxb1 Glut_1		WMB 03870			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113870			
PCL_INDV:CS202212150_3871	WMB 03871 - CS202212150_3871	3871 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3871		3871 CU-ECU-SPVI Foxb1 Glut_1		WMB 03871			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113871			
PCL_INDV:CS202212150_3872	WMB 03872 - CS202212150_3872	3872 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3872		3872 CU-ECU-SPVI Foxb1 Glut_1		WMB 03872			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113872			
PCL_INDV:CS202212150_3873	WMB 03873 - CS202212150_3873	3873 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3873		3873 CU-ECU-SPVI Foxb1 Glut_1		WMB 03873			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113873			
PCL_INDV:CS202212150_3874	WMB 03874 - CS202212150_3874	3874 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3874		3874 CU-ECU-SPVI Foxb1 Glut_1		WMB 03874			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113874			
PCL_INDV:CS202212150_3875	WMB 03875 - CS202212150_3875	3875 CU-ECU-SPVI Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5889		CS202212150_3875		3875 CU-ECU-SPVI Foxb1 Glut_1		WMB 03875			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113875			
PCL_INDV:CS202212150_3876	WMB 03876 - CS202212150_3876	3876 CU-ECU-SPVI Foxb1 Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5890		CS202212150_3876		3876 CU-ECU-SPVI Foxb1 Glut_2		WMB 03876			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113876			
PCL_INDV:CS202212150_3877	WMB 03877 - CS202212150_3877	3877 CU-ECU-SPVI Foxb1 Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5890		CS202212150_3877		3877 CU-ECU-SPVI Foxb1 Glut_2		WMB 03877			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113877			
PCL_INDV:CS202212150_3878	WMB 03878 - CS202212150_3878	3878 CU-ECU-SPVI Foxb1 Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5890		CS202212150_3878		3878 CU-ECU-SPVI Foxb1 Glut_2		WMB 03878			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113878			
PCL_INDV:CS202212150_3879	WMB 03879 - CS202212150_3879	3879 CU-ECU-SPVI Foxb1 Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5890		CS202212150_3879		3879 CU-ECU-SPVI Foxb1 Glut_2		WMB 03879			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113879			
PCL_INDV:CS202212150_3880	WMB 03880 - CS202212150_3880	3880 PSV Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5891		CS202212150_3880		3880 PSV Glut_1		WMB 03880			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113880			
PCL_INDV:CS202212150_3881	WMB 03881 - CS202212150_3881	3881 PSV Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5891		CS202212150_3881		3881 PSV Glut_1		WMB 03881			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113881			
PCL_INDV:CS202212150_3882	WMB 03882 - CS202212150_3882	3882 PSV Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5891		CS202212150_3882		3882 PSV Glut_1		WMB 03882			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113882			
PCL_INDV:CS202212150_3883	WMB 03883 - CS202212150_3883	3883 PSV Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5892		CS202212150_3883		3883 PSV Glut_2		WMB 03883			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113883			
PCL_INDV:CS202212150_3884	WMB 03884 - CS202212150_3884	3884 PSV Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5892		CS202212150_3884		3884 PSV Glut_2		WMB 03884			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113884			
PCL_INDV:CS202212150_3885	WMB 03885 - CS202212150_3885	3885 PSV Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6283		CS202212150_3885		3885 PSV Glut_3		WMB 03885			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113885			
PCL_INDV:CS202212150_3886	WMB 03886 - CS202212150_3886	3886 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5893		CS202212150_3886		3886 PB-NTS Phox2b Ebf3 Lmx1b Glut_1		WMB 03886			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113886			
PCL_INDV:CS202212150_3887	WMB 03887 - CS202212150_3887	3887 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5893		CS202212150_3887		3887 PB-NTS Phox2b Ebf3 Lmx1b Glut_1		WMB 03887			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113887			
PCL_INDV:CS202212150_3888	WMB 03888 - CS202212150_3888	3888 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5893		CS202212150_3888		3888 PB-NTS Phox2b Ebf3 Lmx1b Glut_1		WMB 03888			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113888			
PCL_INDV:CS202212150_3889	WMB 03889 - CS202212150_3889	3889 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5893		CS202212150_3889		3889 PB-NTS Phox2b Ebf3 Lmx1b Glut_1		WMB 03889			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113889			
PCL_INDV:CS202212150_3890	WMB 03890 - CS202212150_3890	3890 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5893		CS202212150_3890		3890 PB-NTS Phox2b Ebf3 Lmx1b Glut_1		WMB 03890			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113890			
PCL_INDV:CS202212150_3891	WMB 03891 - CS202212150_3891	3891 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5893		CS202212150_3891		3891 PB-NTS Phox2b Ebf3 Lmx1b Glut_1		WMB 03891			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113891			
PCL_INDV:CS202212150_3892	WMB 03892 - CS202212150_3892	3892 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5893		CS202212150_3892		3892 PB-NTS Phox2b Ebf3 Lmx1b Glut_1		WMB 03892			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113892			
PCL_INDV:CS202212150_3893	WMB 03893 - CS202212150_3893	3893 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5893		CS202212150_3893		3893 PB-NTS Phox2b Ebf3 Lmx1b Glut_1		WMB 03893			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113893			
PCL_INDV:CS202212150_3894	WMB 03894 - CS202212150_3894	3894 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5893		CS202212150_3894		3894 PB-NTS Phox2b Ebf3 Lmx1b Glut_1		WMB 03894			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113894			
PCL_INDV:CS202212150_3895	WMB 03895 - CS202212150_3895	3895 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5894		CS202212150_3895		3895 PB-NTS Phox2b Ebf3 Lmx1b Glut_2		WMB 03895			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113895			
PCL_INDV:CS202212150_3896	WMB 03896 - CS202212150_3896	3896 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5894		CS202212150_3896		3896 PB-NTS Phox2b Ebf3 Lmx1b Glut_2		WMB 03896			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113896			
PCL_INDV:CS202212150_3897	WMB 03897 - CS202212150_3897	3897 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5894		CS202212150_3897		3897 PB-NTS Phox2b Ebf3 Lmx1b Glut_2		WMB 03897			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113897			
PCL_INDV:CS202212150_3898	WMB 03898 - CS202212150_3898	3898 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5894		CS202212150_3898		3898 PB-NTS Phox2b Ebf3 Lmx1b Glut_2		WMB 03898			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113898			
PCL_INDV:CS202212150_3899	WMB 03899 - CS202212150_3899	3899 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5894		CS202212150_3899		3899 PB-NTS Phox2b Ebf3 Lmx1b Glut_2		WMB 03899			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113899			
PCL_INDV:CS202212150_3900	WMB 03900 - CS202212150_3900	3900 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5894		CS202212150_3900		3900 PB-NTS Phox2b Ebf3 Lmx1b Glut_2		WMB 03900			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113900			
PCL_INDV:CS202212150_3901	WMB 03901 - CS202212150_3901	3901 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5894		CS202212150_3901		3901 PB-NTS Phox2b Ebf3 Lmx1b Glut_2		WMB 03901			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113901			
PCL_INDV:CS202212150_3902	WMB 03902 - CS202212150_3902	3902 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5894		CS202212150_3902		3902 PB-NTS Phox2b Ebf3 Lmx1b Glut_2		WMB 03902			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113902			
PCL_INDV:CS202212150_3903	WMB 03903 - CS202212150_3903	3903 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5895		CS202212150_3903		3903 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1		WMB 03903			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113903			
PCL_INDV:CS202212150_3904	WMB 03904 - CS202212150_3904	3904 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5895		CS202212150_3904		3904 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1		WMB 03904			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113904			
PCL_INDV:CS202212150_3905	WMB 03905 - CS202212150_3905	3905 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5895		CS202212150_3905		3905 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1		WMB 03905			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113905			
PCL_INDV:CS202212150_3906	WMB 03906 - CS202212150_3906	3906 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5895		CS202212150_3906		3906 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1		WMB 03906			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113906			
PCL_INDV:CS202212150_3907	WMB 03907 - CS202212150_3907	3907 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5895		CS202212150_3907		3907 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1		WMB 03907			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113907			
PCL_INDV:CS202212150_3908	WMB 03908 - CS202212150_3908	3908 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5895		CS202212150_3908		3908 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1		WMB 03908			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113908			
PCL_INDV:CS202212150_3909	WMB 03909 - CS202212150_3909	3909 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5895		CS202212150_3909		3909 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1		WMB 03909			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0113909			
