ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Comment	Aliases	Rank
ID	LABEL	A skos:prefLabel	TI %	TYPE	I 'subcluster of' SPLIT=|	A oboInOwl:hasExactSynonym SPLIT=|	A 'cluster id'	TI capable_of some %	A n2o:cell_set_preferred_alias	A n2o:original_label	A n2o:cell_set_label	A n2o:cell_set_aligned_alias	A n2o:cell_set_additional_aliases SPLIT=|	A n2o:cell_set_alias_assignee SPLIT=|	A n2o:cell_set_alias_citation SPLIT=|	A n2o:node_metadata	TI 'exemplar data of' some %	A rdfs:comment	A oboInOwl:hasRelatedSynonym SPLIT=|	A 'cell_type_rank' SPLIT=|
PCL_INDV:CS202212150_68	WMB 00068 - CS202212150_68	0068 L4/5 IT CTX Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5218		CS202212150_68		0068 L4/5 IT CTX Glut_1		WMB 00068			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110068			
PCL_INDV:CS202212150_69	WMB 00069 - CS202212150_69	0069 L4/5 IT CTX Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5218		CS202212150_69		0069 L4/5 IT CTX Glut_1		WMB 00069			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110069			
PCL_INDV:CS202212150_70	WMB 00070 - CS202212150_70	0070 L4/5 IT CTX Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5218		CS202212150_70		0070 L4/5 IT CTX Glut_1		WMB 00070			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110070			
PCL_INDV:CS202212150_71	WMB 00071 - CS202212150_71	0071 L4/5 IT CTX Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5218		CS202212150_71		0071 L4/5 IT CTX Glut_1		WMB 00071			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110071			
PCL_INDV:CS202212150_72	WMB 00072 - CS202212150_72	0072 L4/5 IT CTX Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5218		CS202212150_72		0072 L4/5 IT CTX Glut_1		WMB 00072			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110072			
PCL_INDV:CS202212150_73	WMB 00073 - CS202212150_73	0073 L4/5 IT CTX Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5218		CS202212150_73		0073 L4/5 IT CTX Glut_1		WMB 00073			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110073			
PCL_INDV:CS202212150_74	WMB 00074 - CS202212150_74	0074 L4/5 IT CTX Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5218		CS202212150_74		0074 L4/5 IT CTX Glut_1		WMB 00074			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110074			
PCL_INDV:CS202212150_75	WMB 00075 - CS202212150_75	0075 L4/5 IT CTX Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5219		CS202212150_75		0075 L4/5 IT CTX Glut_2		WMB 00075			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110075			
PCL_INDV:CS202212150_76	WMB 00076 - CS202212150_76	0076 L4/5 IT CTX Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5219		CS202212150_76		0076 L4/5 IT CTX Glut_2		WMB 00076			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110076			
PCL_INDV:CS202212150_77	WMB 00077 - CS202212150_77	0077 L4/5 IT CTX Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5219		CS202212150_77		0077 L4/5 IT CTX Glut_2		WMB 00077			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110077			
PCL_INDV:CS202212150_78	WMB 00078 - CS202212150_78	0078 L4/5 IT CTX Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5219		CS202212150_78		0078 L4/5 IT CTX Glut_2		WMB 00078			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110078			
PCL_INDV:CS202212150_79	WMB 00079 - CS202212150_79	0079 L4/5 IT CTX Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5219		CS202212150_79		0079 L4/5 IT CTX Glut_2		WMB 00079			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110079			
PCL_INDV:CS202212150_80	WMB 00080 - CS202212150_80	0080 L4/5 IT CTX Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5219		CS202212150_80		0080 L4/5 IT CTX Glut_2		WMB 00080			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110080			
PCL_INDV:CS202212150_81	WMB 00081 - CS202212150_81	0081 L4/5 IT CTX Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5219		CS202212150_81		0081 L4/5 IT CTX Glut_2		WMB 00081			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110081			
PCL_INDV:CS202212150_82	WMB 00082 - CS202212150_82	0082 L4/5 IT CTX Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5219		CS202212150_82		0082 L4/5 IT CTX Glut_2		WMB 00082			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110082			
PCL_INDV:CS202212150_83	WMB 00083 - CS202212150_83	0083 L4/5 IT CTX Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5220		CS202212150_83		0083 L4/5 IT CTX Glut_3		WMB 00083			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110083			
PCL_INDV:CS202212150_84	WMB 00084 - CS202212150_84	0084 L4/5 IT CTX Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5220		CS202212150_84		0084 L4/5 IT CTX Glut_3		WMB 00084			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110084			
PCL_INDV:CS202212150_85	WMB 00085 - CS202212150_85	0085 L4/5 IT CTX Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5220		CS202212150_85		0085 L4/5 IT CTX Glut_3		WMB 00085			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110085			
PCL_INDV:CS202212150_86	WMB 00086 - CS202212150_86	0086 L4/5 IT CTX Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5220		CS202212150_86		0086 L4/5 IT CTX Glut_3		WMB 00086			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110086			
PCL_INDV:CS202212150_87	WMB 00087 - CS202212150_87	0087 L4/5 IT CTX Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5220		CS202212150_87		0087 L4/5 IT CTX Glut_3		WMB 00087			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110087			
PCL_INDV:CS202212150_88	WMB 00088 - CS202212150_88	0088 L4/5 IT CTX Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5220		CS202212150_88		0088 L4/5 IT CTX Glut_3		WMB 00088			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110088			
PCL_INDV:CS202212150_89	WMB 00089 - CS202212150_89	0089 L4/5 IT CTX Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5221		CS202212150_89		0089 L4/5 IT CTX Glut_4		WMB 00089			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110089			
PCL_INDV:CS202212150_90	WMB 00090 - CS202212150_90	0090 L4/5 IT CTX Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5221		CS202212150_90		0090 L4/5 IT CTX Glut_4		WMB 00090			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110090			
PCL_INDV:CS202212150_91	WMB 00091 - CS202212150_91	0091 L4/5 IT CTX Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5221		CS202212150_91		0091 L4/5 IT CTX Glut_4		WMB 00091			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110091			
PCL_INDV:CS202212150_92	WMB 00092 - CS202212150_92	0092 L4/5 IT CTX Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5221		CS202212150_92		0092 L4/5 IT CTX Glut_4		WMB 00092			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110092			
PCL_INDV:CS202212150_93	WMB 00093 - CS202212150_93	0093 L4/5 IT CTX Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5221		CS202212150_93		0093 L4/5 IT CTX Glut_4		WMB 00093			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110093			
PCL_INDV:CS202212150_94	WMB 00094 - CS202212150_94	0094 L4/5 IT CTX Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5221		CS202212150_94		0094 L4/5 IT CTX Glut_4		WMB 00094			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110094			
PCL_INDV:CS202212150_95	WMB 00095 - CS202212150_95	0095 L4/5 IT CTX Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5222		CS202212150_95		0095 L4/5 IT CTX Glut_5		WMB 00095			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110095			
PCL_INDV:CS202212150_96	WMB 00096 - CS202212150_96	0096 L4/5 IT CTX Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5222		CS202212150_96		0096 L4/5 IT CTX Glut_5		WMB 00096			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110096			
PCL_INDV:CS202212150_97	WMB 00097 - CS202212150_97	0097 L4/5 IT CTX Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5222		CS202212150_97		0097 L4/5 IT CTX Glut_5		WMB 00097			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110097			
PCL_INDV:CS202212150_98	WMB 00098 - CS202212150_98	0098 L4/5 IT CTX Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5222		CS202212150_98		0098 L4/5 IT CTX Glut_5		WMB 00098			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110098			
PCL_INDV:CS202212150_99	WMB 00099 - CS202212150_99	0099 L4/5 IT CTX Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5222		CS202212150_99		0099 L4/5 IT CTX Glut_5		WMB 00099			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110099			
PCL_INDV:CS202212150_100	WMB 00100 - CS202212150_100	0100 L4/5 IT CTX Glut_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5223		CS202212150_100		0100 L4/5 IT CTX Glut_6		WMB 00100			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110100			
PCL_INDV:CS202212150_101	WMB 00101 - CS202212150_101	0101 L4/5 IT CTX Glut_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5223		CS202212150_101		0101 L4/5 IT CTX Glut_6		WMB 00101			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110101			
PCL_INDV:CS202212150_102	WMB 00102 - CS202212150_102	0102 L4/5 IT CTX Glut_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5223		CS202212150_102		0102 L4/5 IT CTX Glut_6		WMB 00102			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110102			
PCL_INDV:CS202212150_103	WMB 00103 - CS202212150_103	0103 L4/5 IT CTX Glut_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5223		CS202212150_103		0103 L4/5 IT CTX Glut_6		WMB 00103			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110103			
PCL_INDV:CS202212150_104	WMB 00104 - CS202212150_104	0104 L2/3 IT CTX Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5224		CS202212150_104		0104 L2/3 IT CTX Glut_1		WMB 00104			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110104			
PCL_INDV:CS202212150_105	WMB 00105 - CS202212150_105	0105 L2/3 IT CTX Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5224		CS202212150_105		0105 L2/3 IT CTX Glut_1		WMB 00105			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110105			
PCL_INDV:CS202212150_106	WMB 00106 - CS202212150_106	0106 L2/3 IT CTX Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5224		CS202212150_106		0106 L2/3 IT CTX Glut_1		WMB 00106			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110106			
PCL_INDV:CS202212150_107	WMB 00107 - CS202212150_107	0107 L2/3 IT CTX Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5224		CS202212150_107		0107 L2/3 IT CTX Glut_1		WMB 00107			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110107			
PCL_INDV:CS202212150_108	WMB 00108 - CS202212150_108	0108 L2/3 IT CTX Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5224		CS202212150_108		0108 L2/3 IT CTX Glut_1		WMB 00108			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110108			
PCL_INDV:CS202212150_109	WMB 00109 - CS202212150_109	0109 L2/3 IT CTX Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5225		CS202212150_109		0109 L2/3 IT CTX Glut_2		WMB 00109			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110109			
PCL_INDV:CS202212150_110	WMB 00110 - CS202212150_110	0110 L2/3 IT CTX Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5225		CS202212150_110		0110 L2/3 IT CTX Glut_2		WMB 00110			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110110			
PCL_INDV:CS202212150_111	WMB 00111 - CS202212150_111	0111 L2/3 IT CTX Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5225		CS202212150_111		0111 L2/3 IT CTX Glut_2		WMB 00111			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110111			
PCL_INDV:CS202212150_112	WMB 00112 - CS202212150_112	0112 L2/3 IT CTX Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5225		CS202212150_112		0112 L2/3 IT CTX Glut_2		WMB 00112			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110112			
PCL_INDV:CS202212150_113	WMB 00113 - CS202212150_113	0113 L2/3 IT CTX Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5226		CS202212150_113		0113 L2/3 IT CTX Glut_3		WMB 00113			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110113			
PCL_INDV:CS202212150_114	WMB 00114 - CS202212150_114	0114 L2/3 IT CTX Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5226		CS202212150_114		0114 L2/3 IT CTX Glut_3		WMB 00114			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110114			
PCL_INDV:CS202212150_115	WMB 00115 - CS202212150_115	0115 L2/3 IT CTX Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5226		CS202212150_115		0115 L2/3 IT CTX Glut_3		WMB 00115			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110115			
PCL_INDV:CS202212150_116	WMB 00116 - CS202212150_116	0116 L2/3 IT CTX Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5226		CS202212150_116		0116 L2/3 IT CTX Glut_3		WMB 00116			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110116			
PCL_INDV:CS202212150_117	WMB 00117 - CS202212150_117	0117 L2/3 IT CTX Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5227		CS202212150_117		0117 L2/3 IT CTX Glut_4		WMB 00117			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110117			
PCL_INDV:CS202212150_118	WMB 00118 - CS202212150_118	0118 L2/3 IT CTX Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5227		CS202212150_118		0118 L2/3 IT CTX Glut_4		WMB 00118			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110118			
PCL_INDV:CS202212150_119	WMB 00119 - CS202212150_119	0119 L2/3 IT CTX Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5227		CS202212150_119		0119 L2/3 IT CTX Glut_4		WMB 00119			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110119			
PCL_INDV:CS202212150_120	WMB 00120 - CS202212150_120	0120 L2/3 IT CTX Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5227		CS202212150_120		0120 L2/3 IT CTX Glut_4		WMB 00120			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110120			
PCL_INDV:CS202212150_121	WMB 00121 - CS202212150_121	0121 L2/3 IT ENT Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5228		CS202212150_121		0121 L2/3 IT ENT Glut_1		WMB 00121			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110121			
PCL_INDV:CS202212150_122	WMB 00122 - CS202212150_122	0122 L2/3 IT ENT Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5228		CS202212150_122		0122 L2/3 IT ENT Glut_1		WMB 00122			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110122			
PCL_INDV:CS202212150_123	WMB 00123 - CS202212150_123	0123 L2/3 IT ENT Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5228		CS202212150_123		0123 L2/3 IT ENT Glut_1		WMB 00123			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110123			
PCL_INDV:CS202212150_124	WMB 00124 - CS202212150_124	0124 L2/3 IT ENT Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5229		CS202212150_124		0124 L2/3 IT ENT Glut_2		WMB 00124			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110124			
PCL_INDV:CS202212150_125	WMB 00125 - CS202212150_125	0125 L2/3 IT ENT Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5229		CS202212150_125		0125 L2/3 IT ENT Glut_2		WMB 00125			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110125			
PCL_INDV:CS202212150_126	WMB 00126 - CS202212150_126	0126 L2/3 IT ENT Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5229		CS202212150_126		0126 L2/3 IT ENT Glut_2		WMB 00126			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110126			
PCL_INDV:CS202212150_127	WMB 00127 - CS202212150_127	0127 L2/3 IT ENT Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5230		CS202212150_127		0127 L2/3 IT ENT Glut_3		WMB 00127			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110127			
PCL_INDV:CS202212150_128	WMB 00128 - CS202212150_128	0128 L2/3 IT ENT Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5230		CS202212150_128		0128 L2/3 IT ENT Glut_3		WMB 00128			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110128			
PCL_INDV:CS202212150_129	WMB 00129 - CS202212150_129	0129 L2/3 IT ENT Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5230		CS202212150_129		0129 L2/3 IT ENT Glut_3		WMB 00129			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110129			
PCL_INDV:CS202212150_130	WMB 00130 - CS202212150_130	0130 L2/3 IT ENT Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5231		CS202212150_130		0130 L2/3 IT ENT Glut_4		WMB 00130			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110130			
PCL_INDV:CS202212150_131	WMB 00131 - CS202212150_131	0131 L2/3 IT ENT Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5231		CS202212150_131		0131 L2/3 IT ENT Glut_4		WMB 00131			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110131			
PCL_INDV:CS202212150_132	WMB 00132 - CS202212150_132	0132 L2/3 IT ENT Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5231		CS202212150_132		0132 L2/3 IT ENT Glut_4		WMB 00132			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110132			
PCL_INDV:CS202212150_133	WMB 00133 - CS202212150_133	0133 L2/3 IT ENT Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5232		CS202212150_133		0133 L2/3 IT ENT Glut_5		WMB 00133			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110133			
PCL_INDV:CS202212150_134	WMB 00134 - CS202212150_134	0134 L2/3 IT ENT Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5232		CS202212150_134		0134 L2/3 IT ENT Glut_5		WMB 00134			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110134			
PCL_INDV:CS202212150_135	WMB 00135 - CS202212150_135	0135 L2/3 IT ENT Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5232		CS202212150_135		0135 L2/3 IT ENT Glut_5		WMB 00135			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110135			
PCL_INDV:CS202212150_136	WMB 00136 - CS202212150_136	0136 L2/3 IT ENT Glut_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5233		CS202212150_136		0136 L2/3 IT ENT Glut_6		WMB 00136			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110136			
PCL_INDV:CS202212150_137	WMB 00137 - CS202212150_137	0137 L2/3 IT ENT Glut_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5233		CS202212150_137		0137 L2/3 IT ENT Glut_6		WMB 00137			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110137			
PCL_INDV:CS202212150_138	WMB 00138 - CS202212150_138	0138 L2/3 IT ENTl-PIR Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5234		CS202212150_138		0138 L2/3 IT ENTl-PIR Glut_1		WMB 00138			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110138			
PCL_INDV:CS202212150_139	WMB 00139 - CS202212150_139	0139 L2/3 IT ENTl-PIR Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5234		CS202212150_139		0139 L2/3 IT ENTl-PIR Glut_1		WMB 00139			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110139			
PCL_INDV:CS202212150_140	WMB 00140 - CS202212150_140	0140 L2/3 IT ENTl-PIR Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5234		CS202212150_140		0140 L2/3 IT ENTl-PIR Glut_1		WMB 00140			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110140			
PCL_INDV:CS202212150_141	WMB 00141 - CS202212150_141	0141 L2/3 IT ENTl-PIR Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5234		CS202212150_141		0141 L2/3 IT ENTl-PIR Glut_1		WMB 00141			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110141			
PCL_INDV:CS202212150_142	WMB 00142 - CS202212150_142	0142 L2/3 IT ENTl-PIR Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5234		CS202212150_142		0142 L2/3 IT ENTl-PIR Glut_1		WMB 00142			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110142			
PCL_INDV:CS202212150_143	WMB 00143 - CS202212150_143	0143 L2/3 IT ENTl-PIR Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5234		CS202212150_143		0143 L2/3 IT ENTl-PIR Glut_1		WMB 00143			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110143			
PCL_INDV:CS202212150_144	WMB 00144 - CS202212150_144	0144 L2/3 IT ENTl-PIR Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5235		CS202212150_144		0144 L2/3 IT ENTl-PIR Glut_2		WMB 00144			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110144			
PCL_INDV:CS202212150_145	WMB 00145 - CS202212150_145	0145 L2/3 IT ENTl-PIR Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5235		CS202212150_145		0145 L2/3 IT ENTl-PIR Glut_2		WMB 00145			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110145			
PCL_INDV:CS202212150_146	WMB 00146 - CS202212150_146	0146 L2/3 IT ENTl-PIR Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5235		CS202212150_146		0146 L2/3 IT ENTl-PIR Glut_2		WMB 00146			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110146			
PCL_INDV:CS202212150_147	WMB 00147 - CS202212150_147	0147 L2/3 IT ENTl-PIR Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5235		CS202212150_147		0147 L2/3 IT ENTl-PIR Glut_2		WMB 00147			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110147			
PCL_INDV:CS202212150_148	WMB 00148 - CS202212150_148	0148 L2/3 IT ENTl-PIR Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5235		CS202212150_148		0148 L2/3 IT ENTl-PIR Glut_2		WMB 00148			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110148			
PCL_INDV:CS202212150_149	WMB 00149 - CS202212150_149	0149 L2/3 IT ENTl-PIR Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5235		CS202212150_149		0149 L2/3 IT ENTl-PIR Glut_2		WMB 00149			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110149			
PCL_INDV:CS202212150_150	WMB 00150 - CS202212150_150	0150 L2/3 IT ENTl-PIR Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5235		CS202212150_150		0150 L2/3 IT ENTl-PIR Glut_2		WMB 00150			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110150			
PCL_INDV:CS202212150_151	WMB 00151 - CS202212150_151	0151 L2/3 IT ENTl-PIR Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5236		CS202212150_151		0151 L2/3 IT ENTl-PIR Glut_3		WMB 00151			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110151			
PCL_INDV:CS202212150_152	WMB 00152 - CS202212150_152	0152 L2/3 IT ENTl-PIR Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5236		CS202212150_152		0152 L2/3 IT ENTl-PIR Glut_3		WMB 00152			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110152			
PCL_INDV:CS202212150_153	WMB 00153 - CS202212150_153	0153 L2/3 IT ENTl-PIR Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5236		CS202212150_153		0153 L2/3 IT ENTl-PIR Glut_3		WMB 00153			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0110153			
